Density
0.043789097408400354
0.0035746201966041107
0.003574620196604111
0.0035746201966041116
0.26787310098302053
0.0
5.979261657918675e-32
4.850056358426944e-12
1.4751659161574692e-10
0.29140136267158384
0.0008936550491510277
0.0008936550491510278
0.0008936550491510279
0.000893655049151028
0.21078629867522183
0.002680965147453083
0.0026809651474530836
0.002680965147453084
0.0026809651474530845
0.002680965147453085
0.0026809651474530853
0.0026809651474530858
0.0026809651474530866
0.24914364898800154
0.010723860589812333
0.010723860589812334
0.2185545129579979
0.008936550491510277
0.008936550491510278
0.171148905272565
0.00804289544235925
0.46619470509383376
0.0
7.794164025242557e-30
7.028055813709083e-28
3.1545084574520404e-15
1.2800818843166777e-13
2.536879411733653e-12
3.272414297961474e-11
3.089640624842128e-10
2.276473802505638e-09
1.362955331674096e-08
0.25621138599160637
0.0008936550491510277
0.0008936550491510278
0.0008936550491510279
0.000893655049151028
0.08326351653261871
0.0035746201966041107
0.003574620196604111
0.0035746201966041116
0.22765862377122448
0.0
8.709965074840029e-32
9.085853085068532e-30
4.6740929504257375e-28
0.07480172028596961
0.002680965147453083
0.1068895218945494
0.0017873100983020554
0.0017873100983020556
0.03877625111706877
0.002680965147453083
0.05451295799821269
0.002680965147453083
0.009425268096514795
0.0035746201966041107
0.003574620196604111
0.1928758936550489
0.0008936550491510277
0.0008936550491510278
0.0008936550491510279
0.000893655049151028
0.0008936550491510281
0.0008936550491510282
0.0008936550491510289
0.02835958445040206
0.005361930294906166
0.005361930294906167
0.14605674709562094
0.0035746201966041107
0.003574620196604111
0.0035746201966041116
0.003574620196604112
0.0035746201966041125
0.003574620196604113
0.0035746201966041133
0.003574620196604114
0.29620475871313645
0.002680965147453083
0.0026809651474530836
0.01389354334226995
0.0035746201966041107
0.003574620196604111
0.21185210008936536
0.0017873100983020554
0.0017873100983020556
0.06613047363717603
0.0017873100983020554
0.0017873100983020556
0.0017873100983020558
0.001787310098302056
0.0017873100983020562
0.0017873100983020565
0.0017873100983020567
0.0017873100983020588
0.48586907953529923
0.0
0.041108132260947276
0.0
7.059228808737554e-21
4.149446281134315e-19
0.06283512064343164
0.0017873100983020554
0.049151027703306524
0.0017873100983020554
0.05093833780160858
0.0017873100983020554
0.03932082216264522
0.0017873100983020554
0.0017873100983020556
0.0017873100983020558
0.001787310098302056
0.32522999840712563
0.0
2.582536306339573e-26
1.9990334056153677e-24
7.63985194840644e-23
9.04688470904836e-06
7.746909913835796e-05
0.0003029823186456649
0.0007252103933096541
0.0012152600999889606
0.0015758392798682686
0.001740150002784105
0.0017826668173959986
0.20704858690040676
0.0
1.4349835784354138e-14
5.284244519923248e-13
0.05987488829257589
0.0
5.7831383726729775e-33
4.831007537186558e-16
2.0631083201272685e-14
4.3075897867212236e-13
0.02083333333288149
0.0017873100983020554
0.0017873100983020556
0.0017873100983020558
0.001787310098302056
0.0017873100983020562
0.0017873100983020565
0.1978468498659515
0.002680965147453083
0.0026809651474530836
0.002680965147453084
0.0026809651474530845
0.002680965147453085
0.0026809651474530853
0.0026809651474530858
0.002680965147453086
0.0026809651474530866
0.0026809651474530892
0.002680965147453132
0.0026809651474536847
0.0026809651474594804
0.0026809651475108143
0.002680965147902447
0.0026809651505163147
0.002680965165964963
0.0026809652476132637
0.0026809656366064893
0.002680967318453077
0.0026809739550081838
0.002680997972023088
0.0026810780181594626
0.002681324625285293
0.002682029213119471
0.002683901676062144
0.07986590266053108
0.02770330652368186
0.02770330652368186
0.28321884472137043
0.5719392205154487
0.5719392314566577
0.0
9.711770536778355e-32
9.870211030628829e-30
5.0158683538213755e-28
1.6962271506641003e-26
2.3911268827994834e-24
1.5513417096989053e-22
